id,term_type,canonical_name,english_name,description,status,first_seen_at,last_seen_at,created_at,updated_at,term_code,brand_id,embedding,embedding_updated_at,normalized_name,search_keyword
395,STYLE,놈코어,Normcore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_NORMCORE,,,,놈코어,놈코어
396,STYLE,클린 걸,Clean Girl,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CLEAN_GIRL,,,,클린 걸,클린 걸룩
397,STYLE,미니멀,Minimal,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_MINIMAL,,,,미니멀,미니멀룩
398,STYLE,긱시크,Geek Chic,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GEEK_SHEEK,,,,긱시크,긱시크룩
399,STYLE,비즈니스코어,Businesscore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BUSINESSCORE,,,,비즈니스코어,비즈니스코어
400,STYLE,애슬레저,Athleisure,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_ATHLEISURE,,,,애슬레저,애슬레저룩
482,COLOR,파우더블루,Powder Blue,분가루처럼 뽀얗고 은은한 하늘색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_POWDER_BLUE,,,,파우더블루,파우더블루 코디
484,TPO,골프,Golf,골프 라운딩 시 착용하는 복장 상황,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_GOLF,,,,골프,골프룩
485,TPO,면접,Job Interview,취업 면접 등 평가받는 자리,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_JOB_INTERVIEW,,,,면접,면접룩
486,TPO,명절,Korean Holiday,설·추석 등 명절 가족 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_KOREAN_HOLIDAY,,,,명절,명절룩
487,TPO,운동,Workout,실내외 운동 활동,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_WORKOUT,,,,운동,운동룩
488,TPO,출근,Commute,회사 출퇴근 시 착용하는 복장 상황,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_COMMUTE,,,,출근,출근룩
489,TPO,캠핑,Camping,야외 캠핑 활동,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_CAMPING,,,,캠핑,캠핑룩
490,TPO,회식,Company Dinner,직장 동료들과의 저녁 모임 및 연말·연초 회사 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_COMPANY_DINNER,,,,회식,회식룩
491,TPO,데이트,Date,연인·소개팅 등 이성과의 만남,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_DATE,,,,데이트,데이트룩
492,TPO,돌잔치,First Birthday Party,아이의 첫돌을 기념하는 잔치,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FIRST_BIRTHDAY_PARTY,,,,돌잔치,돌잔치룩
493,TPO,브런치,Brunch,오전~낮 시간대의 여유로운 식사 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_BRUNCH,,,,브런치,브런치룩
494,TPO,상견례,Pre-wedding Family Meeting,결혼 전 양가 상견례 자리,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FAMILY_MEETING,,,,상견례,상견례룩
495,TPO,장례식,Funeral,조문·장례식장 방문,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FUNERAL,,,,장례식,장례식룩
496,TPO,졸업식,Graduation,학교 졸업을 기념하는 행사,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_GRADUATION,,,,졸업식,졸업식룩
497,TPO,집들이,Housewarming,새 집을 방문하는 지인 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_HOUSEWARMING,,,,집들이,집들이룩
498,TPO,콘서트,Concert,콘서트·공연 관람,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_CONCERT,,,,콘서트,콘서트룩
499,TPO,피크닉,Picnic,야외 나들이·소풍,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_PICNIC,,,,피크닉,피크닉룩
500,TPO,홈웨어,Loungewear,집에서 휴식·수면 시 착용하는 복장,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_LOUNGEWEAR,,,,홈웨어,홈웨어룩
501,TPO,생일 파티,Birthday Party,생일을 기념하는 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_BIRTHDAY_PARTY,,,,생일 파티,생일 파티룩
502,TPO,웨딩 촬영,Wedding Photoshoot,결혼식 전후 진행하는 웨딩 컨셉 촬영,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_WEDDING_PHOTOSHOOT,,,,웨딩 촬영,웨딩 촬영룩
401,COLOR,와인,Wine,버건디보다 퍼플 기가 도는 짙은 레드,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_WINE,,,,와인,와인 코디
402,COLOR,버건디,Burgundy,"와인색에 가까운 짙은 레드, 가을·겨울 시즌 대표 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BURGUNDY,,,,버건디,버건디 코디
403,COLOR,딥네이비,Deep Navy,네이비보다 더 짙고 블랙에 가까운 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DEEP_NAVY,,,,딥네이비,딥네이비 코디
404,COLOR,아메시스트,Amethyst,자수정처럼 짙고 신비로운 보라색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_AMETHYST,,,,아메시스트,아메시스트 코디
405,COLOR,인디고블루,Indigo Blue,"쪽염색처럼 짙고 푸른 남색, 데님 워싱에도 자주 사용되는 톤",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_INDIGO_BLUE,,,,인디고블루,인디고블루 코디
406,COLOR,에메랄드그린,Emerald Green,보석 에메랄드처럼 짙고 채도 높은 초록,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_EMERALD_GREEN,,,,에메랄드그린,에메랄드그린 코디
407,COLOR,포레스트그린,Forest Green,숲을 연상시키는 짙고 차분한 초록색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_FOREST_GREEN,,,,포레스트그린,포레스트그린 코디
408,COLOR,탠,Tan,카멜보다 밝고 옐로우 기가 도는 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TAN,,,,탠,탠 코디
409,COLOR,카멜,Camel,"낙타색에서 유래한 따뜻한 갈색, 코트·니트웨어에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CAMEL,,,,카멜,카멜 코디
410,COLOR,카키,Khaki,밀리터리·워크웨어룩에 자주 사용되는 황갈색 계열,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_KHAKI,,,,카키,카키 코디
411,COLOR,러스트,Rust,"녹슨 듯한 주황빛 도는 갈색, 가을 시즌 대표 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_RUST,,,,러스트,러스트 코디
412,COLOR,브라운,Brown,웜톤을 대표하는 기본 색상,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BROWN,,,,브라운,브라운 코디
413,COLOR,올리브,Olive,카키보다 그린 기가 강한 국방색 계열,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OLIVE,,,,올리브,올리브 코디
414,COLOR,초콜릿,Chocolate,다크브라운보다 붉은 기가 도는 짙은 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CHOCOLATE,,,,초콜릿,초콜릿 코디
415,COLOR,머스타드,Mustard,"겨자색, 가을 시즌 니트웨어·아우터에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_MUSTARD,,,,머스타드,머스타드 코디
416,COLOR,브릭레드,Brick Red,벽돌색처럼 탁하고 짙은 붉은 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BRICK_RED,,,,브릭레드,브릭레드 코디
417,COLOR,다크브라운,Dark Brown,브라운보다 짙고 무게감 있는 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DARK_BROWN,,,,다크브라운,다크브라운 코디
418,COLOR,모카브라운,Mocha Brown,"모카커피처럼 부드럽고 은은한 갈색, 최근 시즌 유행 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_MOCHA_BROWN,,,,모카브라운,모카브라운 코디
419,COLOR,세이지그린,Sage Green,"세이지 허브처럼 뿌옇고 차분한 그레이시 그린, 최근 인테리어·패션 전반 유행 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SAGE_GREEN,,,,세이지그린,세이지그린 코디
420,COLOR,코코아브라운,Cocoa Brown,코코아처럼 진하고 따뜻한 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_COCOA_BROWN,,,,코코아브라운,코코아브라운 코디
421,COLOR,토스트브라운,Toast Brown,토스트 빵처럼 은은하게 그을린 듯한 연갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TOAST_BROWN,,,,토스트브라운,토스트브라운 코디
422,COLOR,틸,Teal,"블루와 그린 사이의 색, 애슬레저·아웃도어룩에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TEAL,,,,틸,틸 코디
423,COLOR,그린,Green,쿨톤을 대표하는 기본 색상,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GREEN,,,,그린,그린 코디
424,COLOR,민트,Mint,"밝고 청량한 연녹색, 발레코어·파스텔톤 코디에 활용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_MINT,,,,민트,민트 코디
425,COLOR,블루,Blue,쿨톤을 대표하는 기본 색상,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BLUE,,,,블루,블루 코디
426,COLOR,네이비,Navy,블랙 대신 사용되는 클래식·비즈니스코어의 기본 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_NAVY,,,,네이비,네이비 코디
427,COLOR,데님블루,Denim Blue,데님 원단에서 유래한 블루 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DENIM_BLUE,,,,데님블루,데님블루 코디
428,COLOR,스틸블루,Steel Blue,강철처럼 차갑고 무게감 있는 청회색 블루,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_STEEL_BLUE,,,,스틸블루,스틸블루 코디
429,COLOR,오션블루,Ocean Blue,바다를 연상시키는 짙고 깊은 파란색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OCEAN_BLUE,,,,오션블루,오션블루 코디
430,COLOR,스카이블루,Sky Blue,밝고 청량한 블루 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SKY_BLUE,,,,스카이블루,스카이블루 코디
431,COLOR,코발트블루,Cobalt Blue,채도 높은 짙은 블루,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_COBALT_BLUE,,,,코발트블루,코발트블루 코디
432,COLOR,블랙,Black,"가장 기본적인 무채색, 모든 스타일에 활용되는 베이직 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BLACK,,,,블랙,블랙 코디
433,COLOR,차콜,Charcoal,"블랙에 가까운 짙은 회색, 오피스룩·아우터에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CHARCOAL,,,,차콜,차콜 코디
434,COLOR,크림,Cream,아이보리보다 옐로우 기가 더 도는 부드러운 색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CREAM,,,,크림,크림 코디
435,COLOR,그레이,Gray,뉴트럴을 대표하는 중간 명도의 무채색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GRAY,,,,그레이,그레이 코디
436,COLOR,베이지,Beige,뉴트럴·미니멀룩에서 가장 활용도가 높은 중간 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BEIGE,,,,베이지,베이지 코디
437,COLOR,화이트,White,"가장 기본적인 무채색, 미니멀·클린걸룩의 기본 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_WHITE,,,,화이트,화이트 코디
438,COLOR,그레이지,Greige,"그레이와 베이지를 섞은 중간 톤, 미니멀룩에서 선호",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GREIGE,,,,그레이지,그레이지 코디
439,COLOR,아이보리,Ivory,부드럽고 따뜻한 인상의 크림빛 화이트,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_IVORY,,,,아이보리,아이보리 코디
440,COLOR,샌드베이지,Sand Beige,모래사장처럼 밝고 따뜻한 베이지,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SAND_BEIGE,,,,샌드베이지,샌드베이지 코디
441,COLOR,애쉬그레이,Ash Gray,재처럼 푸르스름한 기가 살짝 도는 회색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ASH_GRAY,,,,애쉬그레이,애쉬그레이 코디
442,COLOR,오프화이트,Off-White,순백보다 은은하게 아이보리 기가 도는 화이트,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OFF_WHITE,,,,오프화이트,오프화이트 코디
443,COLOR,라이트그레이,Light Gray,"밝은 회색, 오피스룩·미니멀룩에 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_LIGHT_GRAY,,,,라이트그레이,라이트그레이 코디
483,TPO,개강,New Semester,학기 시작을 기념하는 첫 등교,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_NEW_SEMESTER,,,,개강,개강룩
444,COLOR,스모키그레이,Smoky Gray,연기처럼 뿌옇게 가라앉은 짙은 회색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SMOKY_GRAY,,,,스모키그레이,스모키그레이 코디
445,COLOR,오트밀베이지,Oatmeal Beige,오트밀 죽처럼 뿌옇고 차분한 베이지,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OATMEAL_BEIGE,,,,오트밀베이지,오트밀베이지 코디
446,COLOR,슬레이트그레이,Slate Gray,점판암처럼 푸르스름한 톤이 도는 짙은 회색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SLATE_GRAY,,,,슬레이트그레이,슬레이트그레이 코디
447,COLOR,펄,Pearl,은은한 광택이 도는 진주빛 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PEARL,,,,펄,펄 코디
448,COLOR,골드,Gold,"화려하고 고급스러운 인상의 메탈릭 컬러, Y2K룩에 자주 활용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GOLD,,,,골드,골드 코디
449,COLOR,실버,Silver,시크하고 미래적인 인상의 메탈릭 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SILVER,,,,실버,실버 코디
450,COLOR,로즈골드,Rose Gold,골드와 핑크가 섞인 은은한 메탈릭 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ROSE_GOLD,,,,로즈골드,로즈골드 코디
451,COLOR,레드,Red,"강렬한 포인트 컬러, 시크·클래식룩의 액센트",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_RED,,,,레드,레드 코디
452,COLOR,코랄,Coral,"오렌지와 핑크 사이의 산호빛 색상, 여름 시즌에 자주 활용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CORAL,,,,코랄,코랄 코디
453,COLOR,퍼플,Purple,그런지·Y2K룩에서 포인트로 활용,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PURPLE,,,,퍼플,퍼플 코디
454,COLOR,핑크,Pink,러블리·페미닌룩의 대표 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PINK,,,,핑크,핑크 코디
455,COLOR,옐로우,Yellow,밝고 생동감 있는 비비드 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_YELLOW,,,,옐로우,옐로우 코디
456,COLOR,오렌지,Orange,활동적이고 캐주얼한 인상의 비비드 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ORANGE,,,,오렌지,오렌지 코디
457,COLOR,오키드,Orchid,난초꽃처럼 화사하고 채도 높은 연보라~핑크빛 퍼플,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ORCHID,,,,오키드,오키드 코디
458,COLOR,탠저린,Tangerine,귤처럼 선명하고 달콤한 인상의 주황색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TANGERINE,,,,탠저린,탠저린 코디
459,COLOR,퓨시아,Fuchsia,핑크보다 채도 높은 진분홍,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_FUCHSIA,,,,퓨시아,퓨시아 코디
460,COLOR,라임그린,Lime Green,라임처럼 상큼하고 채도 높은 연두빛 초록,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_LIME_GREEN,,,,라임그린,라임그린 코디
461,COLOR,라즈베리,Raspberry,산딸기처럼 진하고 새콤한 인상의 자주빛 핑크,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_RASPBERRY,,,,라즈베리,라즈베리 코디
462,COLOR,로즈핑크,Rose Pink,장미꽃처럼 진하고 화사한 핑크,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ROSE_PINK,,,,로즈핑크,로즈핑크 코디
463,COLOR,애플그린,Apple Green,사과 껍질처럼 선명한 연두색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_APPLE_GREEN,,,,애플그린,애플그린 코디
464,COLOR,체리레드,Cherry Red,체리처럼 진하고 광택감 있는 붉은색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CHERRY_RED,,,,체리레드,체리레드 코디
465,COLOR,체리핑크,Cherry Pink,체리처럼 채도 높고 살짝 붉은 기가 도는 핑크,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CHERRY_PINK,,,,체리핑크,체리핑크 코디
466,COLOR,레몬옐로우,Lemon Yellow,레몬처럼 산뜻하고 밝은 노란색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_LEMON_YELLOW,,,,레몬옐로우,레몬옐로우 코디
467,COLOR,선셋오렌지,Sunset Orange,노을처럼 붉은 기가 도는 강렬한 주황,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SUNSET_ORANGE,,,,선셋오렌지,선셋오렌지 코디
468,COLOR,토마토레드,Tomato Red,토마토처럼 살짝 주황 기가 도는 선명한 레드,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TOMATO_RED,,,,토마토레드,토마토레드 코디
469,COLOR,워터멜론핑크,Watermelon Pink,수박 속살처럼 선명하고 상큼한 핑크,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_WATERMELON_PINK,,,,워터멜론핑크,워터멜론핑크 코디
470,COLOR,카나리아옐로우,Canary Yellow,카나리아 깃털처럼 쨍하고 선명한 노란색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CANARY_YELLOW,,,,카나리아옐로우,카나리아옐로우 코디
471,COLOR,살몬,Salmon,핑크와 오렌지 사이의 은은한 파스텔 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SALMON,,,,살몬,살몬 코디
472,COLOR,피치,Peach,부드럽고 따뜻한 파스텔 오렌지 계열,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PEACH,,,,피치,피치 코디
473,COLOR,라벤더,Lavender,은은하고 몽환적인 파스텔 퍼플,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_LAVENDER,,,,라벤더,라벤더 코디
474,COLOR,라일락,Lilac,라벤더보다 핑크 기가 도는 연보라,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_LILAC,,,,라일락,라일락 코디
475,COLOR,애프리콧,Apricot,살구처럼 은은하고 부드러운 주황빛 파스텔,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_APRICOT,,,,애프리콧,애프리콧 코디
476,COLOR,페리윙클,Periwinkle,"블루와 퍼플 사이의 몽환적인 색, 최근 트렌드 컬러로 자주 언급",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PERIWINKLE,,,,페리윙클,페리윙클 코디
477,COLOR,더스티핑크,Dusty Pink,뿌옇고 차분하게 가라앉은 저채도 핑크,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DUSTY_PINK,,,,더스티핑크,더스티핑크 코디
478,COLOR,버터옐로우,Butter Yellow,"부드럽고 크리미한 저채도 노란색, 최근 시즌 유행 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BUTTER_YELLOW,,,,버터옐로우,버터옐로우 코디
479,COLOR,베이비블루,Baby Blue,부드러운 파스텔 블루,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BABY_BLUE,,,,베이비블루,베이비블루 코디
480,COLOR,베이비핑크,Baby Pink,"파스텔톤의 대표 컬러, 발레코어·러블리룩에 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BABY_PINK,,,,베이비핑크,베이비핑크 코디
481,COLOR,아이스블루,Ice Blue,얼음처럼 차갑고 창백한 블루,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ICE_BLUE,,,,아이스블루,아이스블루 코디
207,ITEM,모카신,Moccasins,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MOCCASINS,,,,모카신,모카신
208,ITEM,뮬,Mules,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MULES,,,,뮬,뮬
209,ITEM,보트슈즈,Boat Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BOAT_SHOES,,,,보트슈즈,보트슈즈
210,ITEM,부츠,Boots,부츠류 기본 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BOOTS,,,,부츠,부츠
211,ITEM,샌들,Sandals,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SANDALS,,,,샌들,샌들
212,ITEM,스니커즈,Sneakers,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SNEAKERS,,,,스니커즈,스니커즈
213,ITEM,슬리퍼,Slippers,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLIPPERS,,,,슬리퍼,슬리퍼
503,TPO,페스티벌,Festival,야외 음악 페스티벌 등 행사,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FESTIVAL,,,,페스티벌,페스티벌룩
505,TPO,크리스마스,Christmas,연말 크리스마스 시즌 파티·모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_CHRISTMAS,,,,크리스마스,크리스마스룩
506,TPO,비즈니스 미팅,Business Meeting,업무상 공식 회의,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_BUSINESS_MEETING,,,,비즈니스 미팅,비즈니스 미팅룩
507,TPO,봄,Spring,"환절기 아우터, 가벼운 소재가 주로 활용되는 계절",ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_SPRING,,,,봄,봄 코디
