id,term_type,canonical_name,english_name,description,status,first_seen_at,last_seen_at,created_at,updated_at,term_code,brand_id,embedding_updated_at,normalized_name,search_keyword,search_keyword_en,is_ambiguous,keyword_count
144,ITEM,크롭탑,Crop Top,lexicalized product type로 유지; LENGTH=크롭과도 조합 가능,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CROP_TOP,,,크롭탑,크롭탑,crop top,False,1
145,ITEM,트랙탑,Track Top,스포츠 트랙 상의,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TRACK_TOP,,,트랙탑,트랙탑,track top,False,1
146,ITEM,티셔츠,T-shirt,기본 상의 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_T_SHIRT,,,티셔츠,티셔츠,t-shirt,False,1
147,ITEM,후드,Hoodie,후드티/후디를 alias로 흡수,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HOODIE,,,후드,후드티|후드티셔츠,hoodie fashion,True,2
148,ITEM,탱크탑,Tank Top,안정적인 슬리브리스 상의 subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TANK_TOP,,,탱크탑,탱크탑,tank top,False,1
149,ITEM,폴로셔츠,Polo Shirt,피케/카라형 폴로 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_POLO_SHIRT,,,폴로셔츠,폴로셔츠,polo shirt,False,1
150,ITEM,가디건,Cardigan,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CARDIGAN,,,가디건,가디건,cardigan,False,1
151,ITEM,무스탕,Shearling Jacket,괄호 설명 제거; 상품유형 의미,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MOUTON_JACKET,,,무스탕,무스탕|무스탕자켓|양털무스탕,shearling jacket fashion,True,3
152,ITEM,바람막이,Windbreaker,독립 기능형 아우터,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WINDBREAKER,,,바람막이,바람막이,windbreaker,False,1
153,ITEM,베스트,Vest,조끼/베스트 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_VEST,,,베스트,베스트조끼|패딩베스트|니트베스트,vest fashion,True,3
154,ITEM,볼레로,Bolero,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BOLERO,,,볼레로,볼레로,bolero,False,1
155,ITEM,아노락,Anorak,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_ANORAK,,,아노락,아노락,anorak,False,1
156,ITEM,재킷,Jacket,아우터의 기본 재킷 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JACKET,,,재킷,자켓|재킷|여성자켓,jacket fashion,True,3
390,STYLE,바이크코어,Bikercore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BIKERCORE,,,바이크코어,바이크코어|바이크코어룩,bikercore fashion|bikercore aesthetic,True,2
391,STYLE,코티지코어,Cottagecore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_COTTAGECORE,,,코티지코어,코티지코어|코티지코어룩,cottagecore fashion|cottagecore aesthetic,True,2
392,STYLE,Y2K,Y2K,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_Y2K,,,Y2K,Y2K패션|Y2K룩|와이투케이패션,y2k fashion|y2k aesthetic,True,3
393,STYLE,다크 아카데미아,Dark Academia,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_DARK_ACADEMIA,,,다크 아카데미아,다크아카데미아|다크아카데미아룩,dark academia fashion|dark academia aesthetic,True,2
394,STYLE,레트로,Retro,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_RETRO,,,레트로,레트로룩|레트로패션|복고패션,retro fashion|retro aesthetic,True,3
395,STYLE,놈코어,Normcore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_NORMCORE,,,놈코어,놈코어|놈코어룩,normcore fashion|normcore aesthetic,True,2
396,STYLE,클린 걸,Clean Girl,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CLEAN_GIRL,,,클린 걸,클린걸룩|클린걸패션,clean girl fashion|clean girl aesthetic,True,2
397,STYLE,미니멀,Minimal,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_MINIMAL,,,미니멀,미니멀룩|미니멀패션|미니멀코디,minimal fashion|minimal aesthetic,True,3
398,STYLE,긱시크,Geek Chic,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GEEK_SHEEK,,,긱시크,긱시크|긱시크룩,geek chic fashion|geek chic aesthetic,True,2
399,STYLE,비즈니스코어,Businesscore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BUSINESSCORE,,,비즈니스코어,비즈니스코어|비즈니스캐주얼룩,businesscore fashion|businesscore aesthetic,True,2
400,STYLE,애슬레저,Athleisure,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_ATHLEISURE,,,애슬레저,애슬레저|애슬레저룩,athleisure fashion|athleisure aesthetic,True,2
482,COLOR,파우더블루,Powder Blue,분가루처럼 뽀얗고 은은한 하늘색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_POWDER_BLUE,,,파우더블루,파우더블루|파우더블루코디,powder blue,False,2
484,TPO,골프,Golf,골프 라운딩 시 착용하는 복장 상황,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_GOLF,,,골프,골프웨어|골프룩|골프복|골프장패션,golf outfit|golf style,True,4
485,TPO,면접,Job Interview,취업 면접 등 평가받는 자리,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_JOB_INTERVIEW,,,면접,면접룩|면접복장|면접정장,job interview outfit|job interview style,True,3
486,TPO,명절,Korean Holiday,설·추석 등 명절 가족 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_KOREAN_HOLIDAY,,,명절,명절룩|명절옷|명절코디,korean holiday outfit|korean holiday style,True,3
487,TPO,운동,Workout,실내외 운동 활동,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_WORKOUT,,,운동,운동복|운동복장|짐웨어,workout outfit|workout style,True,3
488,TPO,출근,Commute,회사 출퇴근 시 착용하는 복장 상황,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_COMMUTE,,,출근,출근룩|출근복|출근코디,commute outfit|commute style,True,3
489,TPO,캠핑,Camping,야외 캠핑 활동,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_CAMPING,,,캠핑,캠핑룩|캠핑복장|캠핑코디,camping outfit|camping style,True,3
490,TPO,회식,Company Dinner,직장 동료들과의 저녁 모임 및 연말·연초 회사 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_COMPANY_DINNER,,,회식,회식룩|회식코디,company dinner outfit|company dinner style,True,2
491,TPO,데이트,Date,연인·소개팅 등 이성과의 만남,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_DATE,,,데이트,데이트룩|데이트코디|데이트옷,date outfit|date style,True,3
492,TPO,돌잔치,First Birthday Party,아이의 첫돌을 기념하는 잔치,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FIRST_BIRTHDAY_PARTY,,,돌잔치,돌잔치룩|돌잔치하객룩|돌잔치복장,first birthday party outfit|first birthday party style,True,3
493,TPO,브런치,Brunch,오전~낮 시간대의 여유로운 식사 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_BRUNCH,,,브런치,브런치룩|브런치코디,brunch outfit|brunch style,True,2
494,TPO,상견례,Pre-wedding Family Meeting,결혼 전 양가 상견례 자리,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FAMILY_MEETING,,,상견례,상견례룩|상견례복장,pre-wedding family meeting outfit|pre-wedding family meeting style,True,2
495,TPO,장례식,Funeral,조문·장례식장 방문,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_FUNERAL,,,장례식,장례식복장|조문복장|장례식룩,funeral outfit|funeral style,True,3
496,TPO,졸업식,Graduation,학교 졸업을 기념하는 행사,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_GRADUATION,,,졸업식,졸업식룩|졸업식복장,graduation outfit|graduation style,True,2
497,TPO,집들이,Housewarming,새 집을 방문하는 지인 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_HOUSEWARMING,,,집들이,집들이룩|집들이코디,housewarming outfit|housewarming style,True,2
498,TPO,콘서트,Concert,콘서트·공연 관람,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_CONCERT,,,콘서트,콘서트룩|콘서트코디,concert outfit|concert style,True,2
499,TPO,피크닉,Picnic,야외 나들이·소풍,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_PICNIC,,,피크닉,피크닉룩|피크닉코디,picnic outfit|picnic style,True,2
500,TPO,홈웨어,Loungewear,집에서 휴식·수면 시 착용하는 복장,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_LOUNGEWEAR,,,홈웨어,홈웨어|홈웨어세트|홈웨어추천,loungewear outfit|loungewear style,True,3
501,TPO,생일 파티,Birthday Party,생일을 기념하는 모임,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_BIRTHDAY_PARTY,,,생일 파티,생일파티룩|파티룩,birthday party outfit|birthday party style,True,2
502,TPO,웨딩 촬영,Wedding Photoshoot,결혼식 전후 진행하는 웨딩 컨셉 촬영,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_WEDDING_PHOTOSHOOT,,,웨딩 촬영,웨딩촬영의상|웨딩촬영룩|스냅촬영의상,wedding photoshoot outfit|wedding photoshoot style,True,3
401,COLOR,와인,Wine,버건디보다 퍼플 기가 도는 짙은 레드,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_WINE,,,와인,와인코디|와인룩|와인패션,wine outfit|wine clothes,True,3
402,COLOR,버건디,Burgundy,"와인색에 가까운 짙은 레드, 가을·겨울 시즌 대표 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BURGUNDY,,,버건디,버건디코디|버건디룩|버건디패션,burgundy outfit|burgundy clothes,True,3
403,COLOR,딥네이비,Deep Navy,네이비보다 더 짙고 블랙에 가까운 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DEEP_NAVY,,,딥네이비,딥네이비|딥네이비코디,deep navy,False,2
404,COLOR,아메시스트,Amethyst,자수정처럼 짙고 신비로운 보라색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_AMETHYST,,,아메시스트,아메시스트코디|아메시스트룩|아메시스트패션,amethyst outfit|amethyst clothes,True,3
405,COLOR,인디고블루,Indigo Blue,"쪽염색처럼 짙고 푸른 남색, 데님 워싱에도 자주 사용되는 톤",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_INDIGO_BLUE,,,인디고블루,인디고블루코디|인디고블루룩|인디고블루패션,indigo blue outfit|indigo blue clothes,True,3
406,COLOR,에메랄드그린,Emerald Green,보석 에메랄드처럼 짙고 채도 높은 초록,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_EMERALD_GREEN,,,에메랄드그린,에메랄드그린|에메랄드그린코디,emerald green,False,2
407,COLOR,포레스트그린,Forest Green,숲을 연상시키는 짙고 차분한 초록색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_FOREST_GREEN,,,포레스트그린,포레스트그린|포레스트그린코디,forest green,False,2
408,COLOR,탠,Tan,카멜보다 밝고 옐로우 기가 도는 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TAN,,,탠,탠코디|탠룩|탠패션,tan outfit|tan clothes,True,3
409,COLOR,카멜,Camel,"낙타색에서 유래한 따뜻한 갈색, 코트·니트웨어에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CAMEL,,,카멜,카멜코디|카멜룩|카멜패션,camel outfit|camel clothes,True,3
410,COLOR,카키,Khaki,밀리터리·워크웨어룩에 자주 사용되는 황갈색 계열,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_KHAKI,,,카키,카키코디|카키룩|카키패션,khaki outfit|khaki clothes,True,3
411,COLOR,러스트,Rust,"녹슨 듯한 주황빛 도는 갈색, 가을 시즌 대표 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_RUST,,,러스트,러스트코디|러스트룩|러스트패션,rust outfit|rust clothes,True,3
412,COLOR,브라운,Brown,웜톤을 대표하는 기본 색상,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BROWN,,,브라운,브라운코디|브라운룩|브라운패션,brown outfit|brown clothes,True,3
413,COLOR,올리브,Olive,카키보다 그린 기가 강한 국방색 계열,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OLIVE,,,올리브,올리브코디|올리브룩|올리브패션,olive outfit|olive clothes,True,3
414,COLOR,초콜릿,Chocolate,다크브라운보다 붉은 기가 도는 짙은 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CHOCOLATE,,,초콜릿,초콜릿코디|초콜릿룩|초콜릿패션,chocolate outfit|chocolate clothes,True,3
415,COLOR,머스타드,Mustard,"겨자색, 가을 시즌 니트웨어·아우터에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_MUSTARD,,,머스타드,머스타드|머스타드코디,mustard,False,2
416,COLOR,브릭레드,Brick Red,벽돌색처럼 탁하고 짙은 붉은 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BRICK_RED,,,브릭레드,브릭레드|브릭레드코디,brick red,False,2
417,COLOR,다크브라운,Dark Brown,브라운보다 짙고 무게감 있는 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DARK_BROWN,,,다크브라운,다크브라운|다크브라운코디,dark brown,False,2
418,COLOR,모카브라운,Mocha Brown,"모카커피처럼 부드럽고 은은한 갈색, 최근 시즌 유행 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_MOCHA_BROWN,,,모카브라운,모카브라운|모카브라운코디,mocha brown,False,2
419,COLOR,세이지그린,Sage Green,"세이지 허브처럼 뿌옇고 차분한 그레이시 그린, 최근 인테리어·패션 전반 유행 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SAGE_GREEN,,,세이지그린,세이지그린|세이지그린코디,sage green,False,2
420,COLOR,코코아브라운,Cocoa Brown,코코아처럼 진하고 따뜻한 갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_COCOA_BROWN,,,코코아브라운,코코아브라운|코코아브라운코디,cocoa brown,False,2
421,COLOR,토스트브라운,Toast Brown,토스트 빵처럼 은은하게 그을린 듯한 연갈색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TOAST_BROWN,,,토스트브라운,토스트브라운|토스트브라운코디,toast brown,False,2
422,COLOR,틸,Teal,"블루와 그린 사이의 색, 애슬레저·아웃도어룩에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_TEAL,,,틸,틸코디|틸룩|틸패션,teal outfit|teal clothes,True,3
423,COLOR,그린,Green,쿨톤을 대표하는 기본 색상,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GREEN,,,그린,그린코디|그린룩|그린패션,green outfit|green clothes,True,3
424,COLOR,민트,Mint,"밝고 청량한 연녹색, 발레코어·파스텔톤 코디에 활용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_MINT,,,민트,민트코디|민트룩|민트패션,mint outfit|mint clothes,True,3
425,COLOR,블루,Blue,쿨톤을 대표하는 기본 색상,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BLUE,,,블루,블루코디|블루룩|블루패션,blue outfit|blue clothes,True,3
426,COLOR,네이비,Navy,블랙 대신 사용되는 클래식·비즈니스코어의 기본 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_NAVY,,,네이비,네이비코디|네이비룩|네이비패션,navy outfit|navy clothes,True,3
427,COLOR,데님블루,Denim Blue,데님 원단에서 유래한 블루 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_DENIM_BLUE,,,데님블루,데님블루|데님블루코디,denim blue,False,2
428,COLOR,스틸블루,Steel Blue,강철처럼 차갑고 무게감 있는 청회색 블루,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_STEEL_BLUE,,,스틸블루,스틸블루|스틸블루코디,steel blue,False,2
429,COLOR,오션블루,Ocean Blue,바다를 연상시키는 짙고 깊은 파란색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OCEAN_BLUE,,,오션블루,오션블루|오션블루코디,ocean blue,False,2
430,COLOR,스카이블루,Sky Blue,밝고 청량한 블루 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SKY_BLUE,,,스카이블루,스카이블루|스카이블루코디,sky blue,False,2
431,COLOR,코발트블루,Cobalt Blue,채도 높은 짙은 블루,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_COBALT_BLUE,,,코발트블루,코발트블루|코발트블루코디,cobalt blue,False,2
432,COLOR,블랙,Black,"가장 기본적인 무채색, 모든 스타일에 활용되는 베이직 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BLACK,,,블랙,블랙코디|블랙룩|블랙패션,black outfit|black clothes,True,3
433,COLOR,차콜,Charcoal,"블랙에 가까운 짙은 회색, 오피스룩·아우터에 자주 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CHARCOAL,,,차콜,차콜코디|차콜룩|차콜패션,charcoal outfit|charcoal clothes,True,3
434,COLOR,크림,Cream,아이보리보다 옐로우 기가 더 도는 부드러운 색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CREAM,,,크림,크림코디|크림룩|크림패션,cream outfit|cream clothes,True,3
435,COLOR,그레이,Gray,뉴트럴을 대표하는 중간 명도의 무채색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GRAY,,,그레이,그레이코디|그레이룩|그레이패션,gray outfit|gray clothes,True,3
436,COLOR,베이지,Beige,뉴트럴·미니멀룩에서 가장 활용도가 높은 중간 톤,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_BEIGE,,,베이지,베이지코디|베이지룩|베이지패션,beige outfit|beige clothes,True,3
437,COLOR,화이트,White,"가장 기본적인 무채색, 미니멀·클린걸룩의 기본 컬러",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_WHITE,,,화이트,화이트코디|화이트룩|화이트패션,white outfit|white clothes,True,3
438,COLOR,그레이지,Greige,"그레이와 베이지를 섞은 중간 톤, 미니멀룩에서 선호",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GREIGE,,,그레이지,그레이지|그레이지코디,greige,False,2
439,COLOR,아이보리,Ivory,부드럽고 따뜻한 인상의 크림빛 화이트,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_IVORY,,,아이보리,아이보리코디|아이보리룩|아이보리패션,ivory outfit|ivory clothes,True,3
440,COLOR,샌드베이지,Sand Beige,모래사장처럼 밝고 따뜻한 베이지,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SAND_BEIGE,,,샌드베이지,샌드베이지|샌드베이지코디,sand beige,False,2
441,COLOR,애쉬그레이,Ash Gray,재처럼 푸르스름한 기가 살짝 도는 회색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ASH_GRAY,,,애쉬그레이,애쉬그레이|애쉬그레이코디,ash gray,False,2
442,COLOR,오프화이트,Off-White,순백보다 은은하게 아이보리 기가 도는 화이트,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OFF_WHITE,,,오프화이트,오프화이트|오프화이트코디,off-white,False,2
443,COLOR,라이트그레이,Light Gray,"밝은 회색, 오피스룩·미니멀룩에 사용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_LIGHT_GRAY,,,라이트그레이,라이트그레이|라이트그레이코디,light gray,False,2
483,TPO,개강,New Semester,학기 시작을 기념하는 첫 등교,ACTIVE,,,2026-09-09 22:56:40.121 +0900,2026-09-09 22:56:40.121 +0900,TPO_NEW_SEMESTER,,,개강,개강룩|개강코디,new semester outfit|new semester style,True,2
444,COLOR,스모키그레이,Smoky Gray,연기처럼 뿌옇게 가라앉은 짙은 회색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SMOKY_GRAY,,,스모키그레이,스모키그레이|스모키그레이코디,smoky gray,False,2
445,COLOR,오트밀베이지,Oatmeal Beige,오트밀 죽처럼 뿌옇고 차분한 베이지,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_OATMEAL_BEIGE,,,오트밀베이지,오트밀베이지|오트밀베이지코디,oatmeal beige,False,2
446,COLOR,슬레이트그레이,Slate Gray,점판암처럼 푸르스름한 톤이 도는 짙은 회색,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SLATE_GRAY,,,슬레이트그레이,슬레이트그레이|슬레이트그레이코디,slate gray,False,2
447,COLOR,펄,Pearl,은은한 광택이 도는 진주빛 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PEARL,,,펄,펄코디|펄룩|펄패션,pearl outfit|pearl clothes,True,3
448,COLOR,골드,Gold,"화려하고 고급스러운 인상의 메탈릭 컬러, Y2K룩에 자주 활용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_GOLD,,,골드,골드코디|골드룩|골드패션,gold outfit|gold clothes,True,3
449,COLOR,실버,Silver,시크하고 미래적인 인상의 메탈릭 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_SILVER,,,실버,실버코디|실버룩|실버패션,silver outfit|silver clothes,True,3
450,COLOR,로즈골드,Rose Gold,골드와 핑크가 섞인 은은한 메탈릭 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ROSE_GOLD,,,로즈골드,로즈골드|로즈골드코디,rose gold,False,2
451,COLOR,레드,Red,"강렬한 포인트 컬러, 시크·클래식룩의 액센트",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_RED,,,레드,레드코디|레드룩|레드패션,red outfit|red clothes,True,3
452,COLOR,코랄,Coral,"오렌지와 핑크 사이의 산호빛 색상, 여름 시즌에 자주 활용",ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_CORAL,,,코랄,코랄코디|코랄룩|코랄패션,coral outfit|coral clothes,True,3
453,COLOR,퍼플,Purple,그런지·Y2K룩에서 포인트로 활용,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PURPLE,,,퍼플,퍼플코디|퍼플룩|퍼플패션,purple outfit|purple clothes,True,3
454,COLOR,핑크,Pink,러블리·페미닌룩의 대표 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_PINK,,,핑크,핑크코디|핑크룩|핑크패션,pink outfit|pink clothes,True,3
455,COLOR,옐로우,Yellow,밝고 생동감 있는 비비드 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_YELLOW,,,옐로우,옐로우코디|옐로우룩|옐로우패션,yellow outfit|yellow clothes,True,3
456,COLOR,오렌지,Orange,활동적이고 캐주얼한 인상의 비비드 컬러,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ORANGE,,,오렌지,오렌지코디|오렌지룩|오렌지패션,orange outfit|orange clothes,True,3
457,COLOR,오키드,Orchid,난초꽃처럼 화사하고 채도 높은 연보라~핑크빛 퍼플,ACTIVE,,,2026-09-09 22:55:02.021 +0900,2026-09-09 22:55:02.021 +0900,COLOR_ORCHID,,,오키드,오키드코디|오키드룩|오키드패션,orchid outfit|orchid clothes,True,3
